Intent	Question	Answer
other_58	Did you start seeing other women at Reed? <-> Was Crisann interested in someone else? <-> Did you attempt to make your relationship monogamus again? <-> Why did you rent the house near the Reed? <-> Who was Crisann interested in someone met at her art class? <-> What did Crisann think that the house was? <-> What was Crisann interested in someone she met at? <-> Who was interested in someone she met at her art class? <-> Who did I start seeing after some time? <-> Who started seeing other women after some time? <-> What was Crisann interested in she met at her art class? <-> Who thought that the house was my attempt to make our relationship monogamous again? <-> When did I start seeing other women? <-> What did Crisann think? <-> Did I start seeing other women after some time? <-> Was Crisann interested in someone she met at her art class? <-> Did Crisann think that the house was my attempt to make our relationship monogamous again? <-> What was Crisann interested in someone at?	I started seeing other women and Crisann was interested in someone she met at her art class. Crisann thought that the house was my attempt to make our relationship monogamous again.
other_59	How were your calligraphy studies? <-> What were you doing while studying calligraphy? <-> How did caligraphy classes help you in the creation of Mac? <-> What is the link between your calligraphy class and the Mac? <-> If I had never dropped in on that single calligraphy course in college, who would have never had multiple typefaces or proportionally spaced fonts? <-> Who got weekly free meals at the local Hare Krishna temple? <-> What did I get at the local Hare Krishna temple? <-> What did I get weekly free meals at? <-> Whose dorm rooms did I sleep on the floor in? <-> Who returned Coke bottles for food money? <-> Who slept on the floor in friends ' dorm rooms? <-> What did I sleep on in friends ' dorm rooms? <-> What did I sleep on the floor in? <-> If I had never dropped in on that single calligraphy course in college, what would the Mac have never had? <-> If I had never dropped in on that single calligraphy course in college, would the Mac have never had multiple typefaces or proportionally spaced fonts? <-> What did I return? <-> Did I get weekly free meals at the local Hare Krishna temple? <-> Who was attending the calligraphy course? <-> What was I attending? <-> Did I return Coke bottles for food money? <-> Did I sleep on the floor in friends ' dorm rooms? <-> Was I attending the calligraphy course?	When I was attending the calligraphy course, I slept on the floor in friends' dorm rooms, returned Coke bottles for food money, and got weekly free meals at the local Hare Krishna temple. If I had never dropped in on that single calligraphy course in college, the Mac would have never had multiple typefaces or proportionally spaced fonts.
other_60	When did you get into computers? <-> Do you think that anybody can be in computers? <-> What does it take to succeed? <-> What do you need to get a success?  <-> Do people now start companies just to make money? <-> Do great companies do it for money? <-> What were brilliant people from mathematics? <-> What were people in computers brilliant people from? <-> What were people in computers from mathematics? <-> What was no one really in for the money? <-> What was really in there for the money? <-> What was no one really in there for? <-> What were zoology? <-> What were physics? <-> What were music? <-> What were mathematics? <-> Who was lucky to get into computers when it was a very young and idealistic industry? <-> What's not what they 're about? <-> Were people in computers brilliant people from mathematics? <-> What was really in it for the money? <-> What was no one really in it for? <-> Was no one really in there for the money? <-> Were mathematics zoology? <-> Were mathematics physics? <-> Does the great companies, well's not what they 're about? <-> Were mathematics music? <-> What did they love? <-> Who loved it? <-> What loved it? <-> Was I lucky to get into computers when it was a very young and idealistic industry? <-> Was no one really in it for the money? <-> What does the great companies, well's not? <-> Did they love it?	I was lucky to get into computers when it was a very young and idealistic industry. There weren't many degrees offered in computer science, so people in computers were brilliant people from mathematics, physics, music, zoology, whatever. They loved it, and no one was really in it for the money.There are people around here who start companies just to make money, but the great companies, well, that's not what they're about.
other_61	When did you move back to San Francisco? <-> How was your relationship with Chrisann? <-> Did you break up with Chrisann? <-> Who moved back to San Francisco Bay Area? <-> Where did I move back? <-> What got complicated? <-> What did I move back to? <-> Who started renting my apartment? <-> What did I start renting? <-> Did I move back to San Francisco Bay Area? <-> Did my relationship with Chrisann get complicated? <-> Who could not commit? <-> Who could not break up? <-> Did I start renting my apartment? <-> Could we not commit? <-> Could we not break up?	In mid 1972, I moved back to San Francisco Bay Area and started renting my apartment. <-> My relationship with Chrisann got complicated. We couldn't break up and we couldn't commit.
other_62	What did you do in West Coast? <-> Did you and Chrisann separate? <-> Who worked around the West Coast? <-> What did I work around? <-> Who would Chrisann occasionally join? <-> Who would occasionally join me? <-> Who never talked about breaking up or going separate ways? <-> Who were never able to fully let go? <-> Who did not have a conversation where one of us said it's over? <-> Who hitchhiked? <-> Did I work around the West Coast? <-> Would Chrisann occasionally join me? <-> Did we never talk about breaking up or going separate ways? <-> Were we never able to fully let go? <-> Did I hitchhike? <-> Did we not have a conversation where one of us said it's over? <-> What did we not have?	I hitchhiked and worked around the West Coast and Chrisann would occasionally join me. Little by little, we separated but we were never able to fully let go. We never talked about breaking up or going separate ways and we didn't have a conversation where one of us said it's over.
other_63	How was your relationship with Chrisann? <-> Did you continue seeing other people? <-> Who remained involved but at the same time we had continued seeing other people? <-> Who kept growing apart? <-> Who was still visiting her when she woked in a health food store or being a baby sitter? <-> Was I still visiting her when she woked in a health food store or being a baby sitter? <-> Did we remain involved but at the same time we had continued seeing other people? <-> Did Chrisann and I keep growing apart?	Chrisann and I kept growing apart, but I was still visiting her when she worked at a health food store or being a babysitter. We remained involved but at the same time, we had continued seeing other people.
other_64	When did Woz design his version of Pong? <-> Who designed a new version of Pong? <-> Who took the game to Atari? <-> What did Atari think? <-> What did Atari do? <-> Where did Woz take the game down in Los Gatos? <-> Where did Woz take the game down to Atari, Inc.? <-> When did Woz design his own version of the classic video game Pong? <-> Who took the game down to Atari, Inc. in Los Gatos? <-> Who designed his own version of the classic video game Pong in 1973? <-> What did Woz take the game down to in Los Gatos? <-> What did Woz take the game down to Atari, Inc. in? <-> Who thought that Woz had built the classic video game and gave me a job as a technician? <-> What did Woz take down to Atari, Inc. in Los Gatos? <-> What did Woz design in 1973? <-> What was Los Gatos? <-> What did Woz give to me? <-> Where did I take the game down in Los Gatos? <-> Where did I take the game down to Atari, Inc.? <-> Who was California? <-> What did I take the game down to in Los Gatos? <-> What did I take the game down to Atari, Inc. in? <-> Did Woz design his own version of the classic video game Pong in 1973? <-> Did Atari think that Woz had built the classic video game and gave me a job as a technician? <-> What did I take down to Atari, Inc. in Los Gatos? <-> Who thought that I had built it and gave me a job as a technician? <-> Was Los Gatos California? <-> What did Atari think? <-> Did Woz take the game down to Atari, Inc. in Los Gatos? <-> Who gave the board to me? <-> Did Woz give the board to me? <-> Who did Woz give the board to? <-> Who did he give the board to? <-> What did he give to me? <-> Did I take the game down to Atari, Inc. in Los Gatos? <-> Did Atari think that I had built it and gave me a job as a technician? <-> Did he give the board to me?	In 1973, Woz designed his own version of the classic video game Pong. After finishing it, he gave the board to me and I took the game down to Atari, Inc. in Los Gatos, California. Atari thought that I had built it and gave me a job as a technician
other_65	Who was Atari cofounder? <-> What did Nolan Bushnell say about you? <-> Whose cofounder Nolan Bushnell later said that I would let people know that? <-> Whose cofounder Nolan Bushnell later said that I was difficult but valuable? <-> Whose cofounder Nolan Bushnell later said that very often I was the smartest guy in the room? <-> What did Atari's cofounder Nolan Bushnell later say that I would let people know? <-> What did Atari's cofounder Nolan Bushnell later say that I would let know that? <-> Who did Atari's cofounder Nolan Bushnell later say that very often I was? <-> Who later said that I would let people know that? <-> Who later said that very often I was the smartest guy in the room? <-> Who later said that I was difficult but valuable? <-> What did Atari's cofounder Nolan Bushnell later say? <-> Did Atari's cofounder Nolan Bushnell later say that I would let people know that? <-> Did Atari's cofounder Nolan Bushnell later say that I was difficult but valuable? <-> Did Atari's cofounder Nolan Bushnell later say that very often I was the smartest guy in the room?	Atari's cofounder Nolan Bushnell later said that I was difficult but valuable and that very often I was the smartest guy in the room and I would let people know that.
other_66	How did you live your life in Los Gatos cabin? <-> How was your life in Los Gatos cabin? <-> Who lived a simple life in a Los Gatos cabin?\tBy early 1973 <-> What did I live in a Los Gatos cabin?\tBy early 1973 <-> What did I live a simple life in?\tBy early 1973 <-> Did I live a simple life in a Los Gatos cabin?\tBy early 1973	By early 1973, I lived a simple life in a Los Gatos cabin, working in Atari and saving money for a trip to India.
other_67	How many times did Chrisann visit you in the cabin? <-> How did Chrisann see your life in the cabin? <-> What were Chrisann's memories on your Los Gatos cabin life? <-> Who did Chrisann visit twice at my cabin? <-> Who said that her memories of the cabin consisted of me reading the book Be Here Now? <-> What did Chrisann visit me twice at? <-> Who visited me twice at my cabin? <-> Did she say that her memories of the cabin consisted of me reading the book Be Here Now? <-> Did Chrisann visit me twice at my cabin? <-> What did she say?	Chrisann visited me twice at my cabin. Once she said that her memories of the cabin consisted of me reading the book Be Here Now, listening to South Indian music and using Japanese meditation pillow.
other_68	Did Chrisann feel you were getting distant? <-> Did you try to give Chrisann a $100 dollar bill before you left to India? <-> Did Chrisann take the money from you? <-> Who did Chrisann feel I was getting distant and negative towards? <-> Who did Chrisann feel was getting distant and negative towards her? <-> Who felt I was getting distant and negative towards her? <-> Who met before I left to India? <-> Who tried to give her a $100 bill that I had earned at Atari? <-> Where did I leave? <-> Who left to India? <-> What did she accept? <-> Who firstly refused it? <-> Who accepted the money? <-> What did I leave to? <-> What did she firstly refuse? <-> Did Chrisann feel I was getting distant and negative towards her? <-> Did I try to give her a $100 bill that I had earned at Atari? <-> Who did Chrisann feel towards? <-> Did I leave to India? <-> Did we meet before I left to India? <-> Did she accept the money? <-> Did she firstly refuse it?	Chrisann felt I was getting distant and negative towards her. When we met before I left to India, I tried to give her a $100 bill that I had earned at Atari. She firstly refused it but later she accepted the money.  <->
other_69	When did you leave for India? <-> Who traveled with you? <-> Where did you and Daniel Kottke go in India? <-> Did you go to visit Neem Karoli Baba? <-> Who left for India to seek for spiritual enlightenment in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> Who did Daniel Kottke and I leave for India to seek for spiritual enlightenment in?\tIn mid-1974 my friend from Reed <-> What did Daniel Kottke and I leave for to seek for spiritual enlightenment in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> Who left for India to visit Neem Karoli Baba at his Kainchi ashram in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> Who did Daniel Kottke and I leave for India to visit Neem Karoli Baba at his Kainchi ashram in?\tIn mid-1974 my friend from Reed <-> Who did Daniel Kottke and I leave for India to visit at his Kainchi ashram in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> What did Daniel Kottke and I leave for India to seek for in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> What did Daniel Kottke and I leave for to visit Neem Karoli Baba at his Kainchi ashram in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> Who will mid-1974 my friend from Reed later be?\tIn mid-1974 my friend from Reed <-> What did Daniel Kottke and I leave for India to visit Neem Karoli Baba at in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> Who will later be my Apple employee?\tIn mid-1974 my friend from Reed <-> Will mid-1974 my friend from Reed later be my Apple employee?\tIn mid-1974 my friend from Reed <-> Did Daniel Kottke and I leave for India to seek for spiritual enlightenment in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed <-> Did Daniel Kottke and I leave for India to visit Neem Karoli Baba at his Kainchi ashram in mid-1974 my friend from Reed?\tIn mid-1974 my friend from Reed	In mid-1974 my friend from Reed, who will later be my Apple employee, Daniel Kottke and I left for India to visit Neem Karoli Baba at his Kainchi ashram and seek for spiritual enlightenment.
other_70	What did you find when you came to Baba's ashram? <-> When did Neem Karoli Baba die? <-> What did you do after you found out that Baba is dead? <-> How did you travel to Haidakhan Babaji's ashram? <-> How did you spend most of your time in India? <-> Where have you been traveling by bus throughout India? <-> When had Neem Karoli Baba died? <-> Who got to the Neem Karoli Ashram? <-> Who had died in September 1973? <-> What did we ride buses from to Uttar Pradesh and Himachal Pradesh? <-> Where did we ride buses from Delhi? <-> Had Neem Karoli Baba died in September 1973? <-> Who rode buses from Delhi to Uttar Pradesh and Himachal Pradesh? <-> Where did we spend a lot of time? <-> When did we spend a lot in India? <-> What did we ride from Delhi to Uttar Pradesh and Himachal Pradesh? <-> What did we ride buses from Delhi to? <-> Who decided to visit Haidakhan Babaji's ashram instead? <-> Who spent a lot of time in India? <-> Whose ashram did we decide to visit instead? <-> What did we spend a lot of time in? <-> Who did Kottke and I get to? <-> What did we spend in India? <-> What did we take a long trip on? <-> Who took a long trip on foot? <-> What did we take on foot? <-> What did we decide to visit instead? <-> Who found it almost deserted? <-> Did Kottke and I get to the Neem Karoli Ashram? <-> What did we find almost deserted? <-> Did we ride buses from Delhi to Uttar Pradesh and Himachal Pradesh? <-> Did we decide to visit Haidakhan Babaji's ashram instead? <-> Did we spend a lot of time in India? <-> Did we take a long trip on foot? <-> Did we find it almost deserted?	When Kottke and I got to the Neem Karoli Ashram, we found it almost deserted, because Neem Karoli Baba had died in September 1973. We decided to visit Haidakhan Babaji's ashram instead, so we took a long trip on foot, along a dry riverbed. We spent a lot of time in India, riding buses from Delhi to Uttar Pradesh and Himachal Pradesh.
other_71	How long did you stay in India? <-> Did you change your appearance after you returned from Inida? <-> Where did I stay for seven months? <-> Where did I decide to go back ahead of Kottke? <-> Who decided to go back to the USA ahead of Kottke? <-> When did I stay in India? <-> Who stayed in India for seven months? <-> What did I stay in for seven months? <-> What did I decide to go back to ahead of Kottke? <-> Who did I decide to go back to the USA ahead of? <-> Who wore lungi? <-> What did I wear? <-> Who changed my looks? <-> What did I change? <-> Did I stay in India for seven months? <-> Did I decide to go back to the USA ahead of Kottke? <-> Did I wear lungi? <-> Did I change my looks?	I stayed in India for seven months and then I decided to go back to the USA ahead of Kottke. I changed my looks, shaved my head and I wore lungi.
other_72	Did you ever spend time in All One Farm? <-> What was All One Farm? <-> Has Crisann been with you during your stav at All One Farm? <-> Who did commune in Oregon and Chrisann join me spent some time at All One Farm? <-> Who did commune in Oregon and Chrisann join I spent some time at All One Farm? <-> When did commune in Oregon and Chrisann join me I spent at All One Farm? <-> What joined me I spent some time at All One Farm? <-> What did commune in Oregon and Chrisann join me I spent some time at? <-> Did commune in Oregon and Chrisann join me I spent some time at All One Farm?	I spent some time at All One Farm, commune in Oregon and Chrisann joined me.
other_73	Did you and Chrisann practice Zen Buddhism? <-> Did you return to your parents' house? <-> Where did you live after you moved back to your parents' house? <-> Who became practitioners of Zen Buddhism through the Zen master Kobun Chino Otogawa? <-> Who did Chrisann and I become practitioners of Zen Buddhism through? <-> Who did Chrisann and I become through the Zen master Kobun Chino Otogawa? <-> What did Chrisann and I become practitioners of through the Zen master Kobun Chino Otogawa? <-> Who converted the tool shed in their backyard? into a bedroom with a sleeping bag, mat, books, a candle and a meditation pillow? <-> What did I convert into a bedroom with a sleeping bag, mat, books, a candle and a meditation pillow? <-> What did I convert the tool shed in their backyard? into with a sleeping bag, mat, books, a candle and a meditation pillow? <-> What did I convert the tool shed in their backyard? into a bedroom with? <-> Did Chrisann and I become practitioners of Zen Buddhism through the Zen master Kobun Chino Otogawa? <-> Who moved back to my parents? <-> Who did I move back to? <-> Did I convert the tool shed in their backyard? into a bedroom with a sleeping bag, mat, books, a candle and a meditation pillow? <-> Did I move back to my parents?	Chrisann and I became practitioners of Zen Buddhism through the Zen master Kobun Chino Otogawa. I moved back to my parents and lived in the tool shed in their backyard, which I converted into a bedroom with a sleeping bag, mat, books, a candle and a meditation pillow.
other_74	Did you take meditation retreats in US Zen monastery? <-> Where did you take your meditation retreats? <-> Have you considered to take up monastic residence in Japan? <-> How long did your appreciation for Zen last? <-> Could the people around you relate to you if they didn't share the same countercultural roots? <-> Who did I take lengthy meditation retreats at the Tassajara Zen Mountain Center in? <-> Where did I take lengthy meditation retreats at the Tassajara Zen Mountain Center? <-> Where have I also considered to take up monastic residence at Eihei-ji? <-> Who has also considered to take up monastic residence at Eihei-ji in Japan? <-> What did I take lengthy meditation retreats at in the US? <-> Who took lengthy meditation retreats at the Tassajara Zen Mountain Center in the US? <-> What did I take at the Tassajara Zen Mountain Center in the US? <-> What have I also considered to take up monastic residence at Eihei-ji in? <-> What have I also considered to take up in Japan? <-> Who maintained a lifelong appreciation for Zen? <-> What did I maintain? <-> What could people around me who did not share my countercultural roots not fully relate to? <-> Did I take lengthy meditation retreats at the Tassajara Zen Mountain Center in the US? <-> Have I also considered to take up monastic residence at Eihei-ji in Japan? <-> Did I maintain a lifelong appreciation for Zen? <-> Could people around me who did not share my countercultural roots not fully relate to my thinking? <-> What could not fully relate to my thinking?	I took lengthy meditation retreats at the Tassajara Zen Mountain Center, the oldest Sōtō Zen monastery in the US. I have also considered to take up monastic residence at Eihei-ji in Japan. I maintained a lifelong appreciation for Zen. <-> People around me who didn't share my countercultural roots could not fully relate to my thinking.
other_75	Did you return to Atari? <-> Have you been assigned to create a circuit board for the video game Breakout? <-> What was the name of the video game that you created a circuit board for? <-> How much money has Atari offered for each eliminated TTL chips from the machine? <-> Who offered the US $100 for each TTL chip that was eliminated in the machine? <-> Did Atari offer the US $100 for each TTL chip that was eliminated in the machine? <-> Who returned to Atari where I was given a task to create a circuit board for the video game Breakout? <-> Who did I return to where I was given a task to create a circuit board for the video game Breakout? <-> Did I return to Atari where I was given a task to create a circuit board for the video game Breakout?	I returned to Atari where I was given a task to create a circuit board for the video game Breakout. Atari offered the US $100 for each TTL chip that was eliminated in the machine.
other_76	How was your knowledge of circuit board design? <-> Who did you make a deal with to minimize the number of chips? <-> What did Wozniak do with the transistor-transistor logic count? <-> Who reduced the transistor-transistor logic count to 46? <-> What did Woz reduce the transistor-transistor logic count to? <-> What did Woz reduce to 46? <-> Did Woz reduce the transistor-transistor logic count to 46? <-> Who made a deal with Woz to split the fee evenly if he could minimize the number of chips? <-> What was scarce? <-> What did I make to split the fee evenly if he could minimize the number of chips? <-> What did I make a deal with Woz to split evenly if he could minimize the number of chips? <-> Was my knowledge of circuit board design scarce? <-> Did I make a deal with Woz to split the fee evenly if he could minimize the number of chips?	My knowledge of circuit board design was scarce, so I made a deal with Woz to split the fee evenly if he could minimize the number of chips. To the great surprise of Atari engineers, Woz reduced the transistor-transistor logic count to 46, a design so tight that it was impossible to reproduce on an assembly line.
other_77	What Woz said about the Atari fee? <-> How much money from Atari did you give to Woz? <-> Did Woz know what was the real amount that Atari paid you? <-> When did Woz learn about the real amount that Atari paid? <-> Would Woz give you the money if you told him the truth? <-> Who also stated that he did not know about that until ten years later? <-> Who also stated that if I had told him the truth and explained that I needed the money, he would have given it to me? <-> Did Woz also state that he did not know about that until ten years later? <-> Did Woz also state that if I had told him the truth and explained that I needed the money, he would have given it to me? <-> Who did Woz also state that if I had told him the truth and explained that I needed the money, he would have given it to? <-> What did Woz also state that if I had told him the truth and explained that I needed the money, he would have given to me? <-> Who did he also state that if I had told him the truth and explained that I needed the money, he would have given it to? <-> What did he also state that if I had told him the truth and explained that I needed the money, he would have given to me? <-> What did Woz say that I told him? <-> What did Woz say? <-> Who did Woz also state to? <-> Did he also state that if I had told him the truth and explained that I needed the money, he would have given it to me? <-> What did Woz also state? <-> Who did he also state to? <-> Did he also state that he did not know about that until ten years later? <-> What did he also state?	I told Woz that Atari only gave us 700 dollars and that his share was thus 350 dollars. The truth was that Atari paid me 5,000 dollars. He only found out about this ten years later and said that if I had told him the truth and had explained that I needed the money, he would have given it to me.
other_78	What did Wozniak design? <-> What is the blue box used for? <-> Did you start selling blue box? <-> Did you make money selling blue box? <-> Who designed a low-cost digital blue box to generate the necessary tones to manipulate the telephone network? <-> What did Woz design to generate the necessary tones to manipulate the telephone network? <-> What did Woz design a low-cost digital blue box to generate? <-> Did Woz design a low-cost digital blue box to generate the necessary tones to manipulate the telephone network? <-> What went well? <-> Did the sales of illegal blue boxes go well? <-> Who thought we could make money selling it? <-> What did I think we could make selling it? <-> Who did I think could make money selling it? <-> What did I think we could make money selling? <-> Did I think we could make money selling it? <-> What did I think?	Woz designed a low-cost digital blue box to generate the necessary tones to manipulate the telephone network, allowing free long-distance calls. I thought we could make money selling it. The sales of illegal blue boxes went well and this made me think that electronics could be both fun and profitable"
other_79	How much time did you and Wozniak spend to build the blue box? <-> Would Apple exist if there was no blue box? <-> Why blue box was so important to you? <-> Who spent six months to figure out how to build blue boxes? <-> How many months did Woz and I spend to figure out how to build blue boxes? <-> When did Woz and I spend to figure out how to build blue boxes? <-> What showed us we could take on large companies and beat them? <-> What did Woz and I spend six months to figure out? <-> Who did that show us could take on large companies and beat them? <-> Who did that show we could take on large companies and beat them? <-> Did Woz and I spend six months to figure out how to build blue boxes? <-> Did that show us we could take on large companies and beat them? <-> What did that show us on?	Woz and I spent six months to figure out how to build blue boxes. Had we not built the blue boxes, there would have never been the Apple. That showed us we could take on large companies and beat them.
other_80	Why did you and Steve Wozniak invent the Apple? <-> Why didn't you use computers that were on the market? <-> Why did you compare computers to Volkswagen cars? <->	Steve Wozniak and I invented the Apple because we wanted a personal computer. Not only couldn't we afford the computers that were on the market, those computers were impractical for us to use. We needed a Volkswagen. The Volkswagen isn't as fast or comfortable as other ways of traveling, but the VW owners can go where they want when they want and with whom they want. The VW owners have personal control of their car.
other_81	Have you and Woz attended meetings in Homebrew Computer Club? <-> When did Woz invent Apple I? <-> Who invented Apple I? <-> What did you do when Woz showed you Apple I? <->	Woz and I attended meetings of the Homebrew Computer Club in 1975. <-> In 1976 Woz designed Apple I and showed it to me and I suggested we sell it.
other_82	Who founded Apple Computer? <-> Where Apple Computer was founded? <-> How long did Wayne stay? <-> Who were active primary cou-founders? <->	Woz, Ron Wayne and I founded Apple Computer in the garage of my Los Altos home, on Christ Drive. Wayne stayed only a short time, leaving Woz and me as the active primary co-founders of the company.
other_83	How did your neighbors see you? <-> Why did your neighbors think you were odd? <->	My neighbors thought I was rather odd because I was greeting my clients with my underwear hanging out, barefoot and hippie like.
other_84	Who was Larry Waterland? <-> Why did Larry Waterland refuse your budding business? <-> What did Larry Waterland find in your garage when you took him there? <->	Larry Waterland, who had just earned his Ph.D. in chemical engineering at Stanford, dismissed my budding business when I took him over to the garage. There was a circuit board with a chip on it, a DuMont TV set, a Panasonic cassette tape deck and a keyboard. I told him that was an Apple computer. He replied that I've got to be joking, turning down my offer.
other_85	Who worked in your garage? <-> Did you do your job from garage? <-> Has Wozniak been coming regularly to work? <-> Have you been doing coding? <-> Where did much of your work take place? <-> What was your main job in your early work? <->	I was the only person who worked in the garage. Woz would show up once a week with his latest code. I didn't get my hands dirty regarding that. Much of our early work took place in my kitchen, where I spent hours on phone, trying to find investors for the company.
other_86	Who did you get funds from? <-> Who was Mike Markkula? <->	We got funds from a then semi retired Intel product marketing manager and engineer Mike Markkula.
other_87	What did other successful people think of you? <-> Why did you break glass age ceiling? <-> Did you make success at a young age? <->	I was considered as somebody who broke a glass age ceiling in Silicon Valley because I'd created a very successful company at a young age.
other_88	When did Chrisann visit you again? <-> Did you fall in love again? <-> How did she explain changes in you? <->	Chrisann visited me at my parents' home when she returned from India. We fell in love again. She saw changes in me and she thought Kobun, whom she was also still following, influenced me in that way.
other_89	Who did you show your prototype of Apple? <-> Where did you show your prototype of Apple to Chrisann and your parents? <-> What were main influences on your shift? <->	In my parents' living room, I showed them and Chrisann a prototype of Apple computer. She said that the shift she noticed at that time was because Apple and Kobun had the main influence on me.
other_90	Did you and Chrisann spend time together in 1977? <-> Where did you and Chrisann spend your time together? <-> What was Chrisann job at Duveneck Ranch? <->	By early 1977, Chrisann and I spent time together at her home at Duveneck Ranch in Los Altos, which served as a hostel and environmental education center. Chrisann also worked there as a teacher for inner city children who came to learn about the farm.
other_91	When did you and Woz launch Apple II? <-> Where did you and Woz launch Apple II? <-> Was Apple II one of the first Apple's mass produced the micro-produced product? <-> Who mainly designed Apple II? <-> What was your task during the development of the Apple II? <-> What did Rod Holt do? <->	In 1977, Woz and I launched the Apple II computer at the West Coast Computer Faire. It was the first consumer product sold by Apple and was one of the first highly successful mass-produced microcomputer products. Apple II was primarily designed by Woz, I oversaw the development of the unusual computer case and Rod Holt developed the unique power supply.
other_92	What did you wear at work? <-> Who inspired you for your outfit choice? <-> Who was Stuart Geman? <-> Why did you like the idea of having a uniform? <-> Why did you wear turtle neck, jeans and sneakers? <->	I usually went to work wearing a black long sleeved mock turtleneck made by Issey Miyake or St. Croix, Levi's 501 blue jeans, and New Balance 991 sneakers. My outfit was inspired by that of Stuart Geman, a noted applied mathematics professor at Brown University. I liked the idea of a uniform for myself, both because of its daily convenience, the rationale, and its ability to convey a signature style.
other_93	How was your relationship with Chrisann during the rise of Apple? <-> When did you move into a house near the Apple office? <->	Apple became more successful and my relationship with Chrisann got more complex. Because Chrisann, Kottke and I were a part of Apple, in 1977 we moved into a house near Apple office in Cupertino.
other_94	What did Chrisann do in Apple? <-> Has Chrisann considered ending your relationship? <-> How did she begin to end your relationship? <->	Chrisann took a position of Apple's shipping department. As my role in Apple started growing our relationship got worse and she began ending it through small changes.
other_95	Did you ask Chrisann to get an abortion? <-> Did you discuss the pregnancy with Chrisann? <->	I never wanted to ask Chrisann to get an abortion. I refused to discuss the pregnancy with her.
other_96	How did Chrisann feel? <-> Could Chrisann discuss her pregnancy with her parents? <-> Did Chrisann want to have an abortion? <-> Who did Chrisann talk to about her pregnancy? <-> How did Kobun help Chrisann? <->	Chrisann felt confused about what to do. She was estranged from her mother and afraid to discuss the matter with her father. She also did not feel comfortable with the idea of having an abortion. She chose instead to discuss the matter with Kobun, who encouraged her to have and keep the baby and pledged his support.
other_97	Did you encourage Chrisann to take the internship even though she was pregnant? <->	Holt waited for Chrisann's decision on the internship. I kept encouraging her to take the internship because even though she was pregnant she could work at Apple and take the job. I didn't get what was the problem.
other_98	Did Chrisann accept the internship? <-> Did Chrisann leave Apple? <-> What did you tell her about giving her baby up? <->	Chrisann turned down the internship and decided to leave Apple. I told her that if she gave her baby for an adoption she'd be sorry and I would never help her.
other_99	What Chrisann did during her pregnancy? <-> How was Chrisann's life during the pregnancy? <-> Did she ever ask you for money? <-> Did you ever give money to Chrisann when she asked you? <->	Chrisann Brennan was on welfare and was cleaning houses to earn money. She would sometimes ask me for money, but I always refused.
other_100	Where did Chrisann deliver her baby? <-> When was Lisa Brennan born? <-> How old were you when Lisa Brennan was born? <->	A few weeks before she was due to give birth, Chrisann was invited to deliver her baby at the All One Farm in Oregon and she accepted the offer. Chrisann gave birth to Lisa on the 17th of May 1978. I was 23 at that time, the same age as my biological parents when they had me.
other_101	Who contacted you to come to All One Farm for baby delivery? <-> Did you and Chrisann talk about baby's name before the baby was born? <->	Robert Friedland, owner of the All One Farm had contacted me and I went there for the birth. Before that, I worked with Chrisann on the name for the baby and we even discussed that while sitting in the fields on a blanket.
other_102	Who suggested the name Lisa for the baby? <-> Did you like the name Lisa for the baby? <->	Chrisann suggested the name Lisa for the baby and I liked it very much.
other_103	Did you plan to launch a new computer when your daughter was born? <-> How did you plan to name the new computer? <-> Did Chrisann give you permission to name your new computer after your daughter? <->	During the time when Lisa was born, I was preparing to launch a new type of computer and I wanted to give a female name to it. My first choice was Claire, after St.Claire. Chrisann never gave me a permission to use the baby's name for a computer, so I had to hide my plans from her.
other_104	What was the phrase you planned to use as an alternative for Lisa's name? <-> Did you admit later that Apple Lisa was named after your daughter? <->	I wanted to come up with the phrase, Local Integrated Software Architecture as an alternative explanation for the Apple Lisa but later I admitted that obviously, it was named for my daughter.
other_105	Did Chrisann want your money? <-> Who advised you to give her the money? <-> Who advised you to fight if Mike Scott wanted a paternity settlement? <->	I always thought that Chrisann never wanted my money, but me. Mike Scott wanted me to give her the money but other Apple executive advised me to ignore him or fight if he tried to go after a paternity settlement.
other_106	Did you deny paternity? <-> Did the DNA test confirm that you are Lisa's father? <-> How much money have you been obliged to give to Chrisann? <-> Have you been obliged to return the welfare money that Chrisann had received? <->	When I denied paternity, a DNA test confirmed that I was Lisa's father. It required me to give Chrisann $385 a month in addition to returning the welfare money she had received.
other_107	How much did you pay the alimony when you became a millionaire? <->	I gave Chrisann $500 a month at the time Apple went public and I became a millionaire.
